"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2023,"Arsenal","Premier League","Takehiro Tomiyasu","JPN","DF","23",1998,7.4,474,420,53,4,2,2,12,49,0,0,0,0,384,1,9,"https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu"
2023,"Arsenal","Premier League","Leandro Trossard","BEL","FW","27",1994,10.3,452,402,47,3,6,6,55,5,31,22,1,0,347,3,19,"https://fbref.com/en/players/38ceb24a/Leandro-Trossard"
2023,"Arsenal","Premier League","Fabio Vieira","POR","MF,FW","22",2000,5.7,290,276,14,7,2,0,20,3,4,3,1,0,234,0,7,"https://fbref.com/en/players/6412cc03/Fabio-Vieira"
2023,"Arsenal","Premier League","Ben White","ENG","DF","24",1997,33.9,2242,1951,285,57,6,13,57,228,0,0,0,0,1888,6,27,"https://fbref.com/en/players/35e413f1/Ben-White"
2023,"Arsenal","Premier League","Granit Xhaka","SUI","MF","29",1992,33.3,1632,1574,55,34,6,6,39,19,1,0,0,0,1382,3,27,"https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
2023,"Arsenal","Premier League","Oleksandr Zinchenko","UKR","DF","25",1996,23.5,1911,1703,203,49,6,12,37,153,1,0,0,0,1652,5,29,"https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko"
2023,"Arsenal","Premier League","Martin Ødegaard","NOR","MF","23",1998,34.7,1804,1683,110,79,23,9,91,13,18,9,6,1,1449,11,45,"https://fbref.com/en/players/79300479/Martin-Odegaard"
2023,"Aston Villa","Premier League","Cameron Archer","ENG","FW,MF","21",2001,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1,"https://fbref.com/en/players/05e8ca6d/Cameron-Archer"
2023,"Aston Villa","Premier League","Ludwig Augustinsson","SWE","DF","28",1994,0.9,43,34,9,1,0,0,5,8,0,0,0,0,26,0,0,"https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson"
2023,"Aston Villa","Premier League","Leon Bailey","JAM","FW,MF","24",1997,21.9,547,507,40,4,4,5,96,10,18,13,0,0,337,0,31,"https://fbref.com/en/players/3a233281/Leon-Bailey"
2023,"Aston Villa","Premier League","Jan Bednarek","POL","DF","26",1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1,"https://fbref.com/en/players/4115ce4e/Jan-Bednarek"
2023,"Aston Villa","Premier League","Emi Buendía","ARG","MF,FW","25",1996,26.8,1020,954,63,7,11,7,18,7,5,2,0,1,787,3,38,"https://fbref.com/en/players/66b76d44/Emi-Buendia"
2023,"Aston Villa","Premier League","Diego Carlos","BRA","DF","29",1993,2.3,142,136,5,4,0,1,1,1,0,0,0,0,112,1,1,"https://fbref.com/en/players/b4a014b1/Diego-Carlos"
2023,"Aston Villa","Premier League","Matty Cash","POL","DF","24",1997,20.2,1006,809,194,18,2,6,46,176,0,0,0,0,777,3,24,"https://fbref.com/en/players/2389cdc2/Matty-Cash"
2023,"Aston Villa","Premier League","Calum Chambers","ENG","DF,MF","27",1995,3.9,207,191,13,4,0,1,4,9,0,0,0,0,157,3,1,"https://fbref.com/en/players/dc6f5bdd/Calum-Chambers"
2023,"Aston Villa","Premier League","Philippe Coutinho","BRA","MF,FW","30",1992,8.8,384,352,30,13,5,1,19,5,6,3,1,0,288,2,7,"https://fbref.com/en/players/0ef89a37/Philippe-Coutinho"
2023,"Aston Villa","Premier League","Leander Dendoncker","BEL","MF","27",1995,7.7,284,278,5,4,0,0,2,1,0,0,0,0,248,1,5,"https://fbref.com/en/players/5a7301ae/Leander-Dendoncker"
2023,"Aston Villa","Premier League","Lucas Digne","FRA","DF","29",1993,16.7,927,749,177,23,0,4,77,142,12,5,4,0,696,1,23,"https://fbref.com/en/players/1b84dbe1/Lucas-Digne"
2023,"Aston Villa","Premier League","Jhon Durán","COL","FW,MF","18",2003,1.5,29,26,3,0,0,0,2,1,0,0,0,0,16,0,1,"https://fbref.com/en/players/414184f7/Jhon-Duran"
2023,"Aston Villa","Premier League","Danny Ings","ENG","FW","30",1992,9.2,162,152,10,0,4,0,4,0,0,0,0,0,114,0,6,"https://fbref.com/en/players/07802f7f/Danny-Ings"
2023,"Aston Villa","Premier League","Boubacar Kamara","FRA","MF","22",1999,19.7,941,907,34,32,2,10,1,0,0,0,0,0,798,0,20,"https://fbref.com/en/players/cc77354e/Boubacar-Kamara"
2023,"Aston Villa","Premier League","Ezri Konsa","ENG","DF","24",1997,36.9,1898,1806,88,60,1,6,4,18,0,0,0,0,1681,4,14,"https://fbref.com/en/players/0313a347/Ezri-Konsa"
2023,"Aston Villa","Premier League","Douglas Luiz","BRA","MF","24",1998,32.5,1812,1593,216,120,6,10,106,6,89,53,13,1,1494,3,16,"https://fbref.com/en/players/6f7d826d/Douglas-Luiz"
2023,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","29",1992,34.9,1388,1043,340,128,1,5,0,0,0,0,0,0,1026,5,1,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
2023,"Aston Villa","Premier League","John McGinn","SCO","MF,FW","27",1994,29.9,1028,965,56,25,11,10,50,1,25,18,0,0,805,7,20,"https://fbref.com/en/players/90f91999/John-McGinn"
2023,"Aston Villa","Premier League","Tyrone Mings","ENG","DF","29",1993,35,1899,1811,85,64,1,15,3,6,0,0,0,0,1617,3,10,"https://fbref.com/en/players/8397a50c/Tyrone-Mings"
2023,"Aston Villa","Premier League","Álex Moreno","ESP","DF","29",1993,14.8,745,609,134,18,1,0,48,116,0,0,0,0,581,2,32,"https://fbref.com/en/players/16e9d0ea/Alex-Moreno"
2023,"Aston Villa","Premier League","Robin Olsen","SWE","GK","32",1990,3.1,131,89,40,12,0,1,0,0,0,0,0,0,74,2,1,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
2023,"Aston Villa","Premier League","Jacob Ramsey","ENG","MF,FW","21",2001,29.3,889,880,3,2,3,3,18,1,0,0,0,0,728,6,26,"https://fbref.com/en/players/1544f145/Jacob-Ramsey"
2023,"Aston Villa","Premier League","Morgan Sanson","FRA","MF","27",1994,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/6e7f1353/Morgan-Sanson"
2023,"Aston Villa","Premier League","Bertrand Traoré","BFA","FW,MF","26",1995,2.6,75,72,2,0,0,2,5,1,1,1,0,0,59,1,5,"https://fbref.com/en/players/c47541e0/Bertrand-Traore"
2023,"Aston Villa","Premier League","Ollie Watkins","ENG","FW","26",1995,34.7,566,554,9,0,0,2,9,3,0,0,0,0,391,3,13,"https://fbref.com/en/players/aed3a70f/Ollie-Watkins"
2023,"Aston Villa","Premier League","Ashley Young","ENG","DF","37",1985,22.6,1188,945,235,57,2,12,42,172,6,2,1,2,897,8,28,"https://fbref.com/en/players/be927d03/Ashley-Young"
2023,"Atalanta","Serie A","Jeremie Boga","CIV","MF,FW","25",1997,8.7,475,431,43,8,3,3,55,6,29,14,10,0,381,1,8,"https://fbref.com/en/players/fe012aca/Jeremie-Boga"
2023,"Atalanta","Serie A","Tommaso De Nipoti","ITA","MF","19",2003,0,5,5,0,0,0,1,0,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/7f9d956a/Tommaso-De-Nipoti"
2023,"Atalanta","Serie A","Merih Demiral","TUR","DF","24",1998,17.1,653,587,66,41,0,3,2,2,0,0,0,0,560,0,1,"https://fbref.com/en/players/e3cceee6/Merih-Demiral"
2023,"Atalanta","Serie A","Berat Djimsiti","ALB","DF","29",1993,20,1093,1047,45,29,0,3,0,15,0,0,0,0,953,1,8,"https://fbref.com/en/players/6eee05f1/Berat-Djimsiti"
2023,"Atalanta","Serie A","Éderson","BRA","MF","23",1999,24.6,1091,1061,28,19,1,20,15,2,4,2,0,0,884,2,28,"https://fbref.com/en/players/a9202def/Ederson"
2023,"Atalanta","Serie A","Hans Hateboer","NED","DF","28",1994,15.5,702,571,129,3,2,1,23,126,0,0,0,0,560,2,13,"https://fbref.com/en/players/3b333ac3/Hans-Hateboer"
2023,"Atalanta","Serie A","Rasmus Højlund","DEN","FW","19",2003,20.4,435,408,24,1,2,2,7,1,0,0,0,0,318,3,17,"https://fbref.com/en/players/491a433d/Rasmus-Hojlund"
2023,"Atalanta","Serie A","Teun Koopmeiners","NED","MF","24",1998,31.8,1727,1558,162,55,5,19,158,26,77,42,26,0,1271,7,33,"https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners"
2023,"Atalanta","Serie A","Ademola Lookman","NGA","FW,MF","24",1997,19.2,649,601,46,7,6,3,38,11,16,2,7,0,492,2,25,"https://fbref.com/en/players/7c104bb7/Ademola-Lookman"
2023,"Atalanta","Serie A","José Luis Palomino","ARG","DF","32",1990,8.4,518,485,33,21,0,0,5,12,0,0,0,0,428,0,8,"https://fbref.com/en/players/921f6058/Jose-Luis-Palomino"
2023,"Atalanta","Serie A","Ruslan Malinovskyi","UKR","MF,FW","29",1993,6.1,332,304,23,8,2,11,23,2,13,6,6,0,248,5,6,"https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi"
2023,"Atalanta","Serie A","Luis Muriel","COL","FW,MF","31",1991,11.9,539,454,83,9,8,14,82,12,47,25,17,0,354,2,17,"https://fbref.com/en/players/eb2fe5b6/Luis-Muriel"
2023,"Atalanta","Serie A","Juan Musso","ARG","GK","28",1994,23.1,705,497,207,50,0,3,0,0,0,0,0,0,513,1,1,"https://fbref.com/en/players/a111cf41/Juan-Musso"
2023,"Atalanta","Serie A","Joakim Mæhle","DEN","DF,MF","25",1997,24.5,1455,1211,239,7,1,2,38,231,1,0,1,0,1188,5,42,"https://fbref.com/en/players/c459a650/Joakim-Maehle"
2023,"Atalanta","Serie A","Caleb Okoli","ITA","DF","21",2001,10.7,458,419,37,18,0,3,2,17,0,0,0,0,345,2,8,"https://fbref.com/en/players/8ec109e6/Caleb-Okoli"
2023,"Atalanta","Serie A","Mario Pašalić","CRO","MF,FW","27",1995,19.7,705,676,26,11,0,3,5,5,0,0,0,0,567,3,18,"https://fbref.com/en/players/e599253a/Mario-Pasalic"
2023,"Atalanta","Serie A","Marten de Roon","NED","MF","31",1991,32.9,1912,1833,75,54,0,24,13,17,0,0,0,0,1587,4,21,"https://fbref.com/en/players/2a1beb34/Marten-de-Roon"
2023,"Atalanta","Serie A","Francesco Rossi","ITA","GK","31",1991,0,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
2023,"Atalanta","Serie A","Matteo Ruggeri","ITA","DF,MF","20",2002,9.2,631,527,102,5,0,2,38,96,1,1,0,0,515,2,10,"https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri"
2023,"Atalanta","Serie A","Giorgio Scalvini","ITA","DF","18",2003,25.9,1486,1443,40,29,1,21,8,11,0,0,0,0,1205,3,20,"https://fbref.com/en/players/1e9aa637/Giorgio-Scalvini"
2023,"Atalanta","Serie A","Brandon Soppy","FRA","DF","20",2002,7.1,322,254,67,0,1,0,19,67,0,0,0,0,243,1,12,"https://fbref.com/en/players/28f66c2e/Brandon-Soppy"
2023,"Atalanta","Serie A","Marco Sportiello","ITA","GK","30",1992,14.9,462,325,137,21,0,0,0,0,0,0,0,0,362,0,0,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
2023,"Atalanta","Serie A","Rafael Tolói","ITA","DF","31",1990,30.9,1682,1628,48,24,2,10,22,23,0,0,0,0,1351,6,21,"https://fbref.com/en/players/c56dc39e/Rafael-Toloi"
2023,"Atalanta","Serie A","Lukáš Vorlický","CZE","MF,FW","20",2002,0.3,31,30,1,0,0,0,1,1,0,0,0,0,19,0,0,"https://fbref.com/en/players/f052fb01/Lukas-Vorlicky"
2023,"Atalanta","Serie A","Duván Zapata","COL","FW","31",1991,15.4,412,377,31,1,0,6,29,7,1,0,0,0,281,4,14,"https://fbref.com/en/players/d3de9af0/Duvan-Zapata"
2023,"Atalanta","Serie A","Davide Zappacosta","ITA","DF","30",1992,16.3,925,719,204,11,0,0,59,188,5,5,0,0,771,2,22,"https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta"
2023,"Atalanta","Serie A","Nadir Zortea","ITA","DF,MF","23",1999,2.5,98,83,15,0,1,0,10,15,0,0,0,0,60,0,6,"https://fbref.com/en/players/82598b71/Nadir-Zortea"
2023,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","21",2000,7.5,241,169,72,10,0,0,0,0,0,0,0,0,171,0,0,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
2023,"Athletic Club","La Liga","Yeray Álvarez","ESP","DF","27",1995,25.9,1392,1308,80,72,5,35,9,2,0,0,0,0,1123,4,12,"https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez"
2023,"Athletic Club","La Liga","Mikel Balenziaga","ESP","DF","34",1988,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0,"https://fbref.com/en/players/1fe67e86/Mikel-Balenziaga"
2023,"Athletic Club","La Liga","Yuri Berchiche","ESP","DF","32",1990,26.7,1580,1263,311,44,2,22,66,267,0,0,0,0,1304,6,34,"https://fbref.com/en/players/b6e50615/Yuri-Berchiche"
2023,"Athletic Club","La Liga","Álex Berenguer","ESP","FW","27",1995,25.5,955,792,151,35,0,2,162,15,100,36,32,1,630,12,31,"https://fbref.com/en/players/dc1c2fce/Alex-Berenguer"
2023,"Athletic Club","La Liga","Ander Capa","ESP","DF","30",1992,1.2,91,67,22,1,0,1,4,21,0,0,0,0,74,2,0,"https://fbref.com/en/players/37f1cf47/Ander-Capa"
2023,"Athletic Club","La Liga","Malcom Abdulai Ares Djalo","ESP","FW,MF","20",2001,0.9,51,49,2,0,0,1,8,1,1,0,0,0,42,0,1,"https://fbref.com/en/players/a461f098/Malcom-Abdulai-Ares-Djalo"
2023,"Athletic Club","La Liga","Dani García","ESP","MF","32",1990,16.5,720,688,29,28,3,7,5,0,0,0,0,0,571,3,8,"https://fbref.com/en/players/240d3a0b/Dani-Garcia"
2023,"Athletic Club","La Liga","Raúl García","ESP","FW,MF","36",1986,10.7,318,306,10,2,1,3,13,4,0,0,0,0,199,2,9,"https://fbref.com/en/players/b418dbd4/Raul-Garcia"
2023,"Athletic Club","La Liga","Gorka Guruzeta","ESP","FW","25",1996,15.8,394,370,21,0,0,9,4,4,0,0,0,0,286,3,19,"https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta"
2023,"Athletic Club","La Liga","Ander Herrera","ESP","MF","32",1989,7.7,455,444,9,8,6,0,7,0,1,0,0,0,376,2,4,"https://fbref.com/en/players/436a9dd0/Ander-Herrera"
2023,"Athletic Club","La Liga","Iñigo Lekue","ESP","DF","29",1993,14.7,807,668,137,16,0,4,43,119,2,0,1,0,624,2,18,"https://fbref.com/en/players/59b7d823/Inigo-Lekue"
2023,"Athletic Club","La Liga","Óscar de Marcos","ESP","DF","33",1989,31.3,1932,1552,372,32,0,11,130,340,0,0,0,0,1499,8,52,"https://fbref.com/en/players/9f323c71/Oscar-de-Marcos"
2023,"Athletic Club","La Liga","Iñigo Martínez","ESP","DF","31",1991,14.9,773,725,46,35,0,26,5,2,0,0,0,0,627,2,7,"https://fbref.com/en/players/3fc45c73/Inigo-Martinez"
2023,"Athletic Club","La Liga","Jon Morcillo","ESP","FW,MF","23",1998,0.8,44,43,0,0,0,0,6,0,0,0,0,0,32,1,0,"https://fbref.com/en/players/b7d7f3bf/Jon-Morcillo"
2023,"Athletic Club","La Liga","Iker Muniain","ESP","MF,FW","29",1992,18.8,1110,944,160,58,6,3,113,9,82,13,54,0,890,6,13,"https://fbref.com/en/players/c05dfb74/Iker-Muniain"
2023,"Athletic Club","La Liga","Aitor Paredes","ESP","DF","22",2000,9.5,521,493,25,12,1,3,2,12,0,0,0,0,464,3,2,"https://fbref.com/en/players/b906757a/Aitor-Paredes"
2023,"Athletic Club","La Liga","Oihan Sancet","ESP","MF","22",2000,28.1,975,936,28,13,9,3,17,1,3,0,2,0,788,11,19,"https://fbref.com/en/players/bdb624a3/Oihan-Sancet"
2023,"Athletic Club","La Liga","Unai Simón","ESP","GK","25",1997,30.5,951,703,245,59,0,1,0,0,0,0,0,0,690,3,0,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
2023,"Athletic Club","La Liga","Unai Vencedor Paris","ESP","MF","21",2000,2.1,124,120,3,3,0,2,2,0,0,0,0,0,107,1,2,"https://fbref.com/en/players/4112ace5/Unai-Vencedor-Paris"
2023,"Athletic Club","La Liga","Mikel Vesga","ESP","MF","29",1993,28.6,1510,1489,13,11,2,19,12,1,0,0,0,0,1259,8,16,"https://fbref.com/en/players/b0fce72c/Mikel-Vesga"
2023,"Athletic Club","La Liga","Asier Villalibre","ESP","FW","24",1997,1.1,18,18,0,0,0,0,0,0,0,0,0,0,11,0,0,"https://fbref.com/en/players/57be54ec/Asier-Villalibre"
2023,"Athletic Club","La Liga","Daniel Vivian","ESP","DF","23",1999,26.4,1442,1381,56,49,1,27,6,6,0,0,0,0,1165,5,15,"https://fbref.com/en/players/ab7bf91d/Daniel-Vivian"
2023,"Athletic Club","La Liga","Iñaki Williams","GHA","FW","28",1994,31.5,827,773,50,1,3,6,98,15,0,0,0,0,531,4,49,"https://fbref.com/en/players/6a99e0b1/Inaki-Williams"
2023,"Athletic Club","La Liga","Nico Williams","ESP","FW","20",2002,29.5,951,872,75,5,4,5,174,4,66,17,32,0,634,4,64,"https://fbref.com/en/players/afdc14d7/Nico-Williams"
2023,"Athletic Club","La Liga","Oier Zarraga","ESP","MF","23",1999,9.5,379,364,12,8,1,1,29,1,2,0,2,0,294,3,11,"https://fbref.com/en/players/968a1c2f/Oier-Zarraga"
2023,"Atlético Madrid","La Liga","Pablo Barrios","ESP","MF","19",2003,8,450,438,9,7,1,5,6,2,0,0,0,0,368,3,12,"https://fbref.com/en/players/45736cec/Pablo-Barrios"
2023,"Atlético Madrid","La Liga","Yannick Carrasco","BEL","DF,MF","28",1993,25.7,1091,929,156,27,4,7,107,66,63,37,9,0,863,6,31,"https://fbref.com/en/players/de39485a/Yannick-Carrasco"
2023,"Atlético Madrid","La Liga","Ángel Correa","ARG","FW,MF","27",1995,16.2,520,493,23,2,2,5,22,2,9,1,5,0,406,4,16,"https://fbref.com/en/players/01eb744d/Angel-Correa"
2023,"Atlético Madrid","La Liga","Matheus Cunha","BRA","FW,MF","23",1999,4.2,85,77,6,0,1,1,3,1,0,0,0,0,64,2,3,"https://fbref.com/en/players/dc62b55d/Matheus-Cunha"
2023,"Atlético Madrid","La Liga","Rodrigo De Paul","ARG","MF","28",1994,21.4,1421,1335,74,47,17,32,47,15,8,2,4,0,1160,12,27,"https://fbref.com/en/players/162efffd/Rodrigo-De-Paul"
2023,"Atlético Madrid","La Liga","Matt Doherty","IRL","DF","30",1992,0.2,9,7,2,1,0,0,0,1,0,0,0,0,6,0,0,"https://fbref.com/en/players/d557d734/Matt-Doherty"
2023,"Atlético Madrid","La Liga","Felipe","BRA","DF","33",1989,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1,"https://fbref.com/en/players/51a3c4c8/Felipe"
2023,"Atlético Madrid","La Liga","João Félix","POR","FW,MF","22",1999,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5,"https://fbref.com/en/players/8aafd64f/Joao-Felix"
2023,"Atlético Madrid","La Liga","Antonio Gomis","ESP","GK","19",2003,0.1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f0f4671c/Antonio-Gomis"
2023,"Atlético Madrid","La Liga","Ivo Grbić","CRO","GK","26",1996,10.2,330,207,122,23,0,0,0,0,0,0,0,0,219,1,0,"https://fbref.com/en/players/3f034750/Ivo-Grbic"
2023,"Atlético Madrid","La Liga","Antoine Griezmann","FRA","FW,MF","31",1991,31.8,1597,1457,136,34,16,20,131,6,72,42,17,0,1236,4,39,"https://fbref.com/en/players/df69b544/Antoine-Griezmann"
2023,"Atlético Madrid","La Liga","Mario Hermoso","ESP","DF","27",1995,23.4,1514,1381,126,39,5,38,16,87,0,0,0,0,1309,7,17,"https://fbref.com/en/players/555f3a0b/Mario-Hermoso"
2023,"Atlético Madrid","La Liga","Koke","ESP","MF","30",1992,28.3,2038,1964,59,52,8,17,24,4,0,0,0,0,1784,15,30,"https://fbref.com/en/players/55126f3b/Koke"
2023,"Atlético Madrid","La Liga","Geoffrey Kondogbia","CTA","MF","29",1993,11.2,634,620,14,13,0,11,0,1,0,0,0,0,567,0,2,"https://fbref.com/en/players/cce181df/Geoffrey-Kondogbia"
2023,"Atlético Madrid","La Liga","Thomas Lemar","FRA","MF","26",1995,13.9,814,776,36,10,6,7,44,9,15,5,7,0,690,2,16,"https://fbref.com/en/players/4dbd0916/Thomas-Lemar"
2023,"Atlético Madrid","La Liga","Marcos Llorente","ESP","MF,DF","27",1995,18.9,816,759,53,0,1,4,44,53,0,0,0,0,660,4,26,"https://fbref.com/en/players/02c15616/Marcos-Llorente"
2023,"Atlético Madrid","La Liga","Reinildo Mandava","MOZ","DF","28",1994,20.6,1067,945,121,24,0,4,16,97,0,0,0,0,918,1,18,"https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava"
2023,"Atlético Madrid","La Liga","José María Giménez","URU","DF","27",1995,26.9,1333,1270,62,51,0,19,0,5,0,0,0,0,1183,1,5,"https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez"
2023,"Atlético Madrid","La Liga","Carlos Martín","ESP","FW,MF","20",2002,0.3,11,11,0,0,0,0,2,0,0,0,0,0,6,0,0,"https://fbref.com/en/players/64035864/Carlos-Martin"
2023,"Atlético Madrid","La Liga","Memphis","NED","FW","28",1994,3,90,80,10,1,2,0,5,1,5,3,1,0,68,0,1,"https://fbref.com/en/players/8f696594/Memphis"
2023,"Atlético Madrid","La Liga","Nahuel Molina","ARG","DF","24",1998,31.9,1930,1605,323,16,7,6,120,300,7,4,3,0,1452,2,61,"https://fbref.com/en/players/23610943/Nahuel-Molina"
2023,"Atlético Madrid","La Liga","Álvaro Morata","ESP","FW","29",1992,21.1,422,405,15,0,3,6,4,2,0,0,0,0,270,2,7,"https://fbref.com/en/players/129af0db/Alvaro-Morata"
2023,"Atlético Madrid","La Liga","Saúl Ñíguez","ESP","MF,DF","27",1994,12.2,520,492,26,2,2,1,15,23,0,0,0,0,408,2,9,"https://fbref.com/en/players/c14bc029/Saul-Niguez"
2023,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","29",1993,27.7,817,522,292,64,0,1,0,0,0,0,0,0,538,3,0,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
2023,"Atlético Madrid","La Liga","Sergio Reguilón","ESP","DF","25",1996,3.4,147,131,15,1,1,0,9,14,0,0,0,0,117,1,7,"https://fbref.com/en/players/3353737a/Sergio-Reguilon"
2023,"Atlético Madrid","La Liga","Stefan Savić","MNE","DF","31",1991,21.6,1141,1107,29,22,0,4,0,7,0,0,0,0,1001,5,4,"https://fbref.com/en/players/f6ac68c1/Stefan-Savic"
2023,"Atlético Madrid","La Liga","Axel Witsel","BEL","DF,MF","33",1989,25.1,1328,1281,47,45,0,3,2,2,0,0,0,0,1229,0,8,"https://fbref.com/en/players/5dfc6ad5/Axel-Witsel"
2023,"Augsburg","Bundesliga","Maximilian Bauer","GER","DF","22",2000,20.5,758,722,34,28,0,7,2,6,0,0,0,0,551,2,11,"https://fbref.com/en/players/44a20f0c/Maximilian-Bauer"
2023,"Augsburg","Bundesliga","Julian Baumgartlinger","AUT","MF","34",1988,6.2,228,219,9,4,0,2,2,1,0,0,0,0,189,0,2,"https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger"
2023,"Augsburg","Bundesliga","Noah Joel Sarenren Bazee","NGA","MF,FW","25",1996,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,"https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee"
2023,"Augsburg","Bundesliga","Mergim Berisha","GER","FW","24",1998,18.7,342,267,73,18,1,1,77,0,34,18,16,0,161,2,18,"https://fbref.com/en/players/eb6e14be/Mergim-Berisha"
2023,"Augsburg","Bundesliga","Daniel Caligiuri","ITA","DF,MF","34",1988,3.2,166,116,50,9,0,2,11,35,6,5,1,0,107,0,3,"https://fbref.com/en/players/d1273f09/Daniel-Caligiuri"
2023,"Augsburg","Bundesliga","Irvin Cardona","FRA","MF,FW","24",1997,3.5,74,71,2,0,1,0,9,1,0,0,0,0,36,1,2,"https://fbref.com/en/players/5e080f73/Irvin-Cardona"
2023,"Augsburg","Bundesliga","David Čolina","CRO","DF,FW","22",2000,1.8,71,53,18,1,0,1,6,17,0,0,0,0,41,0,5,"https://fbref.com/en/players/dd5bbe0d/David-Colina"
2023,"Augsburg","Bundesliga","Ermedin Demirović","BIH","FW,MF","24",1998,26.3,533,501,27,0,2,2,19,5,0,0,0,0,268,5,32,"https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic"
2023,"Augsburg","Bundesliga","Niklas Dorsch","GER","MF","24",1998,5.4,183,172,11,11,1,0,1,0,0,0,0,0,140,0,2,"https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch"
2023,"Augsburg","Bundesliga","Dion Drena Beljo","CRO","FW","20",2002,12.5,250,242,5,0,0,0,5,1,0,0,0,0,159,3,4,"https://fbref.com/en/players/9a2e3a23/Dion-Drena-Beljo"
2023,"Augsburg","Bundesliga","Arne Engels","BEL","MF","18",2003,16,619,507,108,39,2,8,101,5,64,29,33,1,397,4,24,"https://fbref.com/en/players/554bcc91/Arne-Engels"
2023,"Augsburg","Bundesliga","Ohis Felix Uduokhai","GER","DF","24",1997,16.1,734,702,29,25,0,6,1,3,0,0,0,0,558,3,13,"https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai"
2023,"Augsburg","Bundesliga","Raphael Framberger","GER","DF,FW","26",1995,2,64,44,20,0,0,0,4,20,0,0,0,0,33,0,3,"https://fbref.com/en/players/626fab5f/Raphael-Framberger"
2023,"Augsburg","Bundesliga","Rafał Gikiewicz","POL","GK","34",1987,23,1152,829,321,87,0,3,0,0,0,0,0,0,846,2,1,"https://fbref.com/en/players/17376543/Rafal-Gikiewicz"
2023,"Augsburg","Bundesliga","Jeffrey Gouweleeuw","NED","DF","31",1991,31.1,1481,1375,95,89,7,12,8,5,0,0,0,0,1036,11,16,"https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw"
2023,"Augsburg","Bundesliga","Carlos Gruezo","ECU","MF","27",1995,10.7,276,270,5,5,1,5,2,0,0,0,0,0,199,1,3,"https://fbref.com/en/players/f2dd9a21/Carlos-Gruezo"
2023,"Augsburg","Bundesliga","Robert Gumny","POL","DF","24",1998,22.4,823,624,196,4,0,2,27,192,0,0,0,0,533,3,19,"https://fbref.com/en/players/1df0c0b9/Robert-Gumny"
2023,"Augsburg","Bundesliga","André Hahn","GER","FW,MF","31",1990,4.3,83,80,2,0,0,2,6,2,0,0,0,0,33,1,5,"https://fbref.com/en/players/cd82452e/Andre-Hahn"
2023,"Augsburg","Bundesliga","Iago","BRA","DF,MF","25",1997,17.8,725,520,202,4,1,1,43,197,1,1,0,0,449,3,27,"https://fbref.com/en/players/054849d2/Iago"
2023,"Augsburg","Bundesliga","Fredrik Jensen","FIN","FW,MF","24",1997,10.3,297,259,35,3,0,1,31,18,13,4,9,0,160,3,17,"https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen"
